ASEAN Food ID,Food and Description,ENERC (ENERC),WATER,PROCNT,FAT,CHOVLDF (CHOCDF),FIBTG,ASH,CA,P,NA,K,FE,CU,ZN,RETOL,CARTB,VITA_RAE,THIA,RIBF,NIA,VITC
AAG208,"Featherback, spotted (knifefish) flesh, cooked",82,79.6,16,0.8,2.7,0,0.9,58,108,147,118,0.6,0.1,0.1,-,-,-,0,0.29,0.7,-
AAG206,"Featherback, spotted (knifefish), flesh, raw",84,79.9,17.5,1.6,0,0,1,45,172,-,-,1.2,-,-,-,-,-,0.04,0.07,8.5,-
AAG207,"Featherback, spotted (knifefish), raw",78,80.3,16.7,1.2,0.2,0,1.6,75,156,193,219,1.2,0,0.1,-,-,-,0.01,0.32,1.3,-
AAG225,"Fermented fish (Pla-ra), canned",(70),80.8,5.4,3.4,(4.4),-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AAG46,"Fermented fish (Pla-ra), from markets",102,53.4,13.3,3.9,3.2,1,25.7,1477,806,6267,195,5.5,-,-,3,-,3,0.01,0.13,0.8,-
AAG48,"Fish ball, uncooked Bebola ikan(MY)",92,76.7,10.5,1.6,8.9,0,2.2,45,91,662,83,0.8,-,-,19,25,21,0.02,0.13,0.8,0
AAG52,"Fish, maw, dried, raw",279,23.5,64.1,0.5,4.4,0,7.5,31,-,-,-,-,-,-,-,-,-,-,-,-,-
AAG166,"Flatfish/Turbot, Indian (halibut), raw",87,77.1,21.2,0.2,0.2,0,1.3,50,192,108,449,0.5,-,-,55,5,55,0.04,0.06,3.7,0
AAG55,"Giant seaperch, boiled",136,71.8,23.7,4.6,0p,0,1,48,179,67,207,0.4,0.1,0,-,-,-,0.06,0.09,2.5,-
AAG99,"Giant seaperch, raw",111,75.5,20.5,3.2,0p,0,1.2,26,202,56,329,0.4,0.09,0,15,0,15,0.1,0.16,2.1,0
AAG56,"Giant seaperch, steamed",138,70.8,21.2,5.2,1.7,0,1.1,39,188,70,224,0.6,0.1,0,-,-,-,0.04,0.11,2.3,0
AAG57,"Goby, all species, raw",80,79.6,18.5,0.6,0.1,0,1.2,40,162,56,362,0.7,-,-,56,13,57,0.02,0.14,1.8,2
AAG59,"Gourami, giant, raw",97,78.5,17.3,2.9,0.3,0,1,102,189,20,312,0.8,-,-,84,10,85,0.08,0.19,1.5,0
AAG138,"Gourami, snake skin, dried",265,36.2,45.3,9,0.6,0,8.9,213,90,-,-,1.6,-,-,-,-,-,0.13,0.4,-,-
AAG60,"Gourami, snake skin, raw",83,79.9,17.6,1.3,0.1,0,1.1,59,188,10,267,1.8,-,-,24,0,24,0.55,0.28,1.8,3
AAG179,"Gourami, snake skin, salted, dried, boiled",166,58.6,30.8,4.8,0p,0,6,156,166,1793,222,1.3,0.1,0.6,-,-,-,0.1,0.31,2,-
AAG180,"Gourami, snake skin, salted, dried, fried",347,25.7,44.1,19,0p,0,12.1,349,379,3220,470,2.9,0.2,0.5,-,-,-,0.12,0.43,3,-
AAG181,"Gourami, snake skin, salted, dried, grilled",265,35.2,46.1,9,0p,0,12.1,238,325,3244,444,1.8,0.1,0.4,-,-,-,0.12,0.56,3.3,-
AAG269,"Grouper, fried",241,53.3,32,12.5,0.1,0,2.1,164,315,268,293,0.7,0,0.2,-,-,-,0.01,0.08,1.6,-
AAG268,"Grouper, raw",82,79,18.9,0.6,0.3,0,1.2,54,146,165,198,0.4,0,0.2,-,-,-,0.02,0.04,1.2,-
AAG270,"Grouper, steamed",103,73.8,23.9,0.7,0.2,0,1.4,122,193,164,303,0.5,0,0.2,-,-,-,0.01,0.04,1.3,-
AAG71,"Jellyfish, dried",53,72.2,7.1,0.3,5.5,0,14.9,124,40,-,-,1.9,-,-,0,0,0,0.01,0.03,T,0
AAG77,"Mackerel, Indian, raw",119,73.4,21.5,3.7,0p,0,1.5,48,263,59,370,1.8,-,-,24,4,24,0.09,0.14,4.7,0
AAG226,"Mackerel, salted",145,54.8,24.4,4.2,2.3,0,14.3,131,50,-,-,-,-,-,-,-,0.1,0.24,-,-,-
AAG199,"Mackerel, short- bodied, steamed",233,53.6,27.5,13.6,0.1,0,5.2,190,361,1018,726,1.6,0.2,1.1,-,-,0.18,0.25,5.9,-,-
AAG195,"Mackerel, short-bodied, boiled",145,69.4,23.4,5.6,0.2,0,1.4,93,267,101,216,1.1,0.1,0.7,-,-,0.08,0.14,5.1,-,-
AAG196,"Mackerel, short-bodied, fried",236,56.2,28,13.6,0.3,0,1.9,114,343,132,333,2.4,0.2,1,-,-,0.13,0.22,1.7,-,-
AAG75,"Mackerel, short-bodied, in oil, canned",138,68.3,23,4.9,0.5,0,3.3,506,-,417,-,2,-,-,-,-,-,-,-,-,-
AAG78,"Mackerel, short-bodied, in tomato sauce and chilli, canned",101,75.4,15.2,3.3,1.8,1.7,2.6,276,-,389,-,2.1,-,-,-,-,-,-,-,-,8
AAG76,"Mackerel, short-bodied, in tomato sauce, canned",98,76.3,15.2,3.6,0.5,1.6,2.8,343,261,347,-,2,-,-,-,8,0.03,0.26,5.2,4,102
AAG129,"Mackerel, short-bodied, raw",122,74.1,21.4,4,0p,0,1.5,62,250,97,331,1.4,0.2,0.6,61,107,0.11,0.24,7.1,5,8
AAG76,"Mackerel, short-bodied, in tomato sauce, canned",98,76.3,15.2,3.6,0.5,1.6,2.8,343,261,347,-,2,-,-,-,8,0.03,0.26,5.2,4,-
AAG198,"Mackerel, short-bodied, steamed, fried",120,70.4,21.9,2.7,1.9,0,3.1,193,254,568,444,1.4,0.1,0.9,-,-,0.13,0.18,4.7,-,-
AAG201,"Mackerel, Spanish, fried",190,61.2,28.2,8.5,0.2,0,1.9,27,312,161,390,0.5,0.1,0.2,-,-,0.04,0.23,3.2,-,134
AAG141,"Mackerel, Spanish, sliced, raw",103,76.3,19.4,2.8,0,0,1.5,17,230,109,228,0.8,0,0.4,45,138,0.03,0.1,3.3,0,20
AAG262,"Mullet, bluespot gray, raw",117,76.3,24.7,2,0p,0,1.7,94,217,-,-,4.3,-,-,-,20,0.04,0.19,4.1,-,-
AAG255,"Mussel, green, raw",53,85.4,9.3,0.9,2,0,2.4,25,178,211,72,10.3,0.2,1,-,-,0.01,0.26,1.9,11,-
AAG221,"Nile tilapia, boiled",123,73.4,21.4,4.2,0p,0,1.1,190,173,74,344,1,0,0.2,-,-,0.04,0.22,2.3,-,-
AAG222,"Nile tilapia, fried",44.7,30.9,21.8,0.3,0,2.3,58,264,328,146,600,2.1,0.1,0.4,-,-,0.04,0.42,2.5,-,96
AAG95,"Oyster, raw",86.4,7.5,1.9,2.6,0,1.6,145,110,102,40,22,5.2,6.39,7.1,15,97,0.23,0.21,2.2,7,38
AAG98,"Perch, climbing",76.7,17.9,8.2,0p,0,1.2,259,110,184,22,231,1.2,-,-,0,38,0.03,0.39,2.9,1,54
AAG9,"Pomfret, black, fried",49.8,31.8,14.3,0.8,0,3.3,114,297,157,311,1.4,0.09,0.7,0,54,0.28,0.28,0.3,0,,
AAG102,"Pomfret, black, raw",102,76.3,19.8,2.5,0.1,0,1.3,43,204,94,196,0.6,0,0.3,43,204,94,196,0.6,0,0.3
AAG10,"Pomfret, black, steamed",160,67.2,22.8,6.9,1.6,0,1.5,97,0,97,0.23,0.16,3.8,0,97,0,97,0.23,0.16,3.8,0
AAG193,"Pomfret, silver, fried",335,44.4,32.7,22.7,0p,0,1.8,58,208,105,214,0.7,0.1,0.3,58,208,105,214,0.7,0.1,0.3
AAG194,"Pomfret, silver, steamed",158,70.3,22.9,7.4,0p,0,1,-,-,-,0.24,0.15,1.6,-,-,-,-,0.24,0.15,1.6,-
AAG103,"Pomfret, silver/white, raw",126,75.2,19.4,5.4,0p,0,1.1,32,325,206,277,0.7,0.1,0.9,32,325,206,277,0.7,0.1,0.9
AAG283,"Prawn, fresh water, giant, raw",108,76.3,17.9,3.7,0.8,0,1.3,-,-,-,0.17,0.12,3.4,-,-,-,-,0.17,0.12,3.4,-
AAG105,"Prawn, fresh water, raw",98,75.5,17.5,1.7,3.1,0,2.2,23,161,301,173,0.5,0.1,0.2,23,161,301,173,0.5,0.1,0.2
AAG106,"Prawn, giant tiger, headless, frozen",88,77.5,20,0.9,0p,0,1.8,-,-,-,0.1,0.08,2.5,-,-,-,-,0.1,0.08,2.5,-
AAG282,"Prawn, green tiger, raw",79.6,-,-,-,-,-,176,15,185,145,263,0.6,0.1,0.3,15,185,145,263,0.6,0.1,0.3
AAG232,"Queenfish, Slender, dried",43.7,37.8,2.8,0p,0,16,106,27,0,27,0.1,0.09,2,1,27,0,27,0.1,0.09,2,1
AAG3,Radiated scallop,72.8,22.3,0.4,3.3,0,1.2,133,17,141,-,-,-,-,-,17,141,-,-,-,-,-
AAG113,"Sardine, in oil, canned, drained ",69.8,22.2,4.9,0.1,0,3,69,-,-,-,-,0.09,1.9,1,-,-,-,-,0.09,1.9,1
AAG116,"Sardine, in tomato sauce and chilli, canned",80.5,10.6,1.3,2.7,2,2.9,93,44,212,-,-,1.7,-,-,44,212,-,-,1.7,-,-
AAG115,"Sardine, in tomato sauce, canned",76.2,12.3,2.2,5.6,1,2.7,(152),18,4,18,0.04,0.39,3.6,0,18,4,18,0.04,0.39,3.6,0
AAG112,"Sardine, w/ lemon, in oil, canned, drained",66.7,23,6.7,(0p),-,3.7,102,209,-,114,-,0.5,-,-,209,-,114,-,0.5,-,-
AAG117,"Scad, big-eyed/caranx, raw",76.2,21.2,1.9,0p,0,1.5,166,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AAG118,"Scad, hardtail (torpedo), dried",46.3,37.4,1.8,0p,0,15.1,93,65,280,181,325,2.2,0.7,1.4,65,280,181,325,2.2,0.7,1.4
AAG119,"Scad, hardtail (torpedo), raw",76.4,21.3,0.8,0.2,0,1.3,21,-,-,-,-,0.1,5,0,-,-,-,-,0.1,5,0
AAG284,"Sea cucumber/sea slug, cleaned, raw",94.5,4.8,0.2,0.1,0,0.4,194,253,407,-,-,9,-,-,253,407,-,-,9,-,-
AAG228,Sea horse,24.7,28.5,0.4,19.2,0,27.2,282,-,-,-,0.13,0.14,11.5,-,-,-,-,0.13,0.14,11.5,-
AAG124,"Shark fins, dried",24.4,61.6,2.3,3.8,0,7.9,106,14,138,-,-,0.6,-,-,14,138,-,-,0.6,-,-
AAG127,"Sheat-fish, raw",75.6,16.3,2.5,4.5,0,1.1,-,-,-,0.05,0.02,-,-,-,-,-,0.05,0.02,-,-,
AAG132,"Shrimp, dried ",316,13.8,69.1,4,1,0,12.1,770,517,547,365,5.3,2.4,3.2,40,-,-,-,-,0.1,-
AAG237,"Shrimp, salted, dried",263,16.1,46.4,2.9,12.8,0,21.8,2305,625,-,-,20,-,-,-,-,-,0.05,0.2,5.7,-
AAG34,"Silver- barb, common, raw",124,74,21.1,4.4,0p,0,1.3,32,172,90,202,0.6,0.1,0.1,-,-,-,0.02,0.06,3.1,-
AAG176,"Silver-barb, common, boiled",177,68.2,19.3,10.7,0.8,0,1,37,179,64,188,0.6,0.1,0.2,-,-,-,0,0.14,2.3,-
AAG177,"Silver-barb, common, fried",311,49.3,25.5,22.8,0.9,0,1.5,78,257,106,313,1.7,0.1,0.4,-,-,-,0.04,0.14,3.4,-
AAG135,"Slipmouth, ponyfish, raw",84,79.2,18.8,1,0p,0,1.3,56,181,99,227,0.5,-,-,29,18,31,0.02,0.08,2.5,0
AAG53,"Snail, fresh water, all species",84,77.2,11.5,0.7,7.9,0,2.7,1334,128,-,-,-,-,-,-,-,-,0.01,0.06,1,-
AAG253,"Snail, pond, river",74,79.3,12.1,0.7,4.9,0,3,-,114,-,-,8.7,-,-,-,-,-,0.01,0.6,3.4,0
AAG92,"Snakehead, striped, dried",249,38.1,45.7,7,0.8,0,8.4,194,184,-,-,3.3,-,-,-,-,-,0.03,0.06,-,-
AAG184,"Snapper, red, Malabar, boiled",104,74.2,23.9,0.9,0,0,1,55,178,114,195,0.4,0,1.2,-,-,-,0.02,0.18,3.2,-
AAG185,"Snapper, red, Malabar, fried",215,58.3,29.3,10.9,0p,0,1.6,101,272,189,321,0.5,0,0.2,-,-,-,0.02,0.07,3.9,-
AAG183,"Snapper, red, Malabar, raw",72,81.5,16.9,0.5,0,0,1.1,31,144,104,182,0.6,0,0.1,28,T,28,0.04,0.08,3,0
AAG186,"Snapper, red, Malabar, steamed",98,75.3,22.9,0.7,0p,0,1.2,39,171,107,230,0.3,0,0.2,-,-,-,0.03,0.07,-,-
AAG140,"Snapper, russell, raw",82,78.5,19.5,0.3,0.2,0,1.5,46,211,79,300,0.5,-,-,4,0,4,0.04,0.09,2.1,0
AAG204,"Squid, splendid, dried",252,36.2,47.9,5.6,2.5,0,7.8,24,-,-,-,-,-,-,-,-,-,-,-,-,-
AAG202,"Squid, splendid, raw",68,82.5,15.4,0.4,0.6,0,1.1,8,163,254,107,2.1,0.2,1.1,-,-,-,-,-,-,-
AAG203,"Squid, splendid, salted and dried",299,24.1,62.4,3.8,3.7,0,6,78,282,-,-,1.6,-,-,-,-,-,0.04,0.12,-,-
AAG205,"Squid, splendid, skin removed, whole cleaned, frozen",59,85.6,11.8,1,0.7,0,0.9,12,-,238,-,0.5,-,-,-,-,-,-,-,-,-
AAG143,"Sting ray, blue spotted, raw",88,78.1,21.3,0.3,0p,0,1.4,18,103,80,220,0.6,-,-,11,2,11,0.04,0.06,2.7,0
AAG151,"Threadfin, all species, raw",108,77,20.2,3,0p,0,1.3,32,197,29,226,0.5,-,-,10,1,10,0.1,0.07,3.5,1
AAG150,"Threadfin, dried",178,44.8,40.1,1.9,0p,0,15.3,112,166,3158,122,1,-,-,44,0,44,0.08,0.15,3.9,0
AAG15,"Tilapia, all species, raw",94,77.7,18.4,1.9,0.8,0,1.2,46,194,56,292,0.8,0,0.2,31,3,31,0.03,0.1,2.2,0
AAG6,"Trevally, black-banded, fried",241,56.8,26,15,0.4,0,1.8,91,256,249,362,0.8,0.1,0.5,-,-,-,0.06,0.16,4.7,-
AAG7,"Trevally, black-banded, grilled",146,70.4,22.1,6.4,0p,0,1.2,62,201,206,276,0.5,0,0.4,-,-,-,0.06,0.12,4.7,-
AAG4,"Trevally, black-banded, raw",134,71.9,18.6,5.3,2.9,0,1.3,42,108,284,274,0.6,0.1,0.3,-,-,-,0.04,0.11,5.7,-
AAG8,"Trevally, black-banded, steamed",163,68.1,21.2,8.6,0.3,0,1.8,62,173,344,264,0.8,0.1,0.7,-,-,-,0.05,0.13,6.7,-
AAG238,"Tuna, Skipjack or Yellow Fin,  canned in brine, drained",105,73.1,23.9,0.7,0.8,0,1.5,8,-,269,-,1.1,-,-,4,0p,4,-,-,-,-
AAG239,"Tuna, Skipjack or Yellow Fin, canned in oil, drained",176,70.1,22.4,9.6,0p,0,1.6,10,-,276,-,1.2,-,-,-,-,-,-,-,-,-
AAG241,"Tuna, Skipjack or Yellow Fin, canned in water, drained",113,73,26.1,0.9,0p,0,0.9,10,-,95,-,1.1,-,-,-,-,-,-,-,-,0
AAG171,"Wedge shell, bean clam (Donax), fermented",(149),43.9,10.6,0.5,(25.5),-,19.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AAG172,"Whiting, common/silver, raw",89,77.5,20.8,0.6,0p,0,1.4,86,211,80,358,0.6,-,-,24,0,24,0.05,0.05,3.7,0
AAH2,"Egg, century",190,63.1,13.2,10.5,10.7,0,2.5,63,170,345,90,4.7,-,-,146,279,169,0.02,0.4,0.4,0
AAH3 (N),"Egg, duck, boiled",157,73.2,13.2,11.3,0.7,0,1.7,78,195,128,139,2.2,0.08,1.1,181,25,183,0.22,0.45,0.12,0
AAH7,"Egg, duck, salted",190,64.6,13.9,12.5,5.4,0,3.6,97,198,510,148,2.3,-,-,208,14,209,0.25,1.04,0.6,0
AAH8,"Egg, duck, white",52,86.5,12.8,(0.1),0,0,0.6,10,21,207,169,0.1,0.15,0.1,19,0,19,0.01,0.02,0.1,0
AAH9,"Egg, duck, whole",183,70.1,12.6,13.6,2.5,0,1.2,62,206,145,113,3.2,0.18,1,292,436,328,0.23,0.38,0.1,0
AAH10,"Egg, duck, yolk",364,48.6,14.7,32.9,2.3,0,1.5,146,415,103,88,3.9,-,2.4,852,724,912,0.72,0.66,1.4,0
AAH11,"Egg, hen, omelet",259,64.3,7,24.3,3.1,0,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AAH13,"Egg, hen, steamed",75,84.7,4.9,4.8,3.1,0,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AAH14,"Egg, hen, white",52,86.7,10.9,0.4,1.3,0,0.7,10,14,179,151,0.4,0.03,0.4,6,0,6,0.01,0.28,0.4,0
AAH12,"Egg, hen, whole",159,72.9,13.2,11.1,1.5,0,1.3,56,200,150,125,2.8,0.17,1.1,323,23,325,0.13,0.35,0.2,0
AAH15 (N),"Egg, hen, whole, boiled",152,74.2,13.4,10.4,1.2,0,0.9,60,189,134,125,2.6,0.03,1.1,160,15,161,0.08,0.4,0.09,0
AAH16,"Egg, hen, yolk",332,52,14.8,29.5,1.9,0,1.8,133,482,106,102,6.5,0.19,2.4,620,60,625,0.31,0.48,0.2,0
AAH17,"Egg, quail, in brine",173,71,13,12.4,2.3,0,1.3,47,-,233,-,2.4,-,-,179,-,179,-,-,-,-
AAH19,"Egg, quail, whole, boiled",168,72.6,12.4,12.4,1.6,0,1,68,203,113,133,2.9,-,-,217,54,222,0.12,0.78,0.5,0
AAH23,"Egg, turtle, whole",128,78,11.9,8.9,0.1,0,1.1,75,205,124,153,1.6,-,-,19,4,19,0.11,0.4,0,0
AAH24,"Roe, bluespot grey mullet, salted",480,22.2,41.7,34.8,0p,0,3.8,19,564,-,-,1.3,-,-,-,-,-,0.48,1.08,2.6,-
AAH26,"Roe, fish, raw",134,72.5,19.9,5.7,0.7,0,1.2,35,255,133,137,1.5,-,-,86,13,87,0.08,0.03,0.7,0
AAJ3,"Cheese, processed, cheddar",323,42,21.7,23,7.3,0,6,563,517,1330,78,0.7,-,-,82,121,92,0.02,0.35,0.1,0
AAJ5,Cream milk,267,66.4,2.4,27,3.6,0,0.6,88,66,-,-,0.2,-,-,124,233,143,0.05,0.24,0.1,0
AAJ11,"Milk, buffalo, fluid, full cream",131,78.6,6.2,9.8,4.6,0,0.8,189,117,-,-,0.2,-,-,54,21,56,0.04,0.06,1.3,0
AAJ12,"Milk, cow, fresh",68,87.4,3.5,4.1,4.2,0,0.8,122,90,13,104,0.3,-,-,34,13,35,0.04,0.19,0.2,1
AAJ44,"Milk, cultured, yakult, per 100 ml",83,85.5,1.5,0.1,19,0,0.4,51,47,-,-,0.6,-,-,-,-,-,-,0.21,0.4,1
AAJ14,"Milk, evaporated, filled",134,72.9,7.7,6.7,10.8,0,1.9,320,206,129,4,0.2,-,-,158,11,159,0.06,0.09,T,0
AAJ15,"Milk, filled, condensed, sweetenned, w/ palm oil and butter",339,25.4,8.5,9.5,54.8,0,1.8,292,227,106,268,0.3,-,-,280,0,280,0.59,0.44,0.2,1
